Title,Entities,Sentiment,Sentiment Score
"reports: china hacked verizon and at&t, may have accessed us wiretap systems","[('▁', 'I-LOC'), ('china', 'I-LOC'), ('▁veri', 'I-ORG'), ('zon', 'I-ORG'), ('▁at', 'I-ORG'), ('&', 'I-ORG'), ('t', 'I-ORG'), ('▁us', 'I-LOC')]",LABEL_1,0.5615870356559753
spacex launches europe’s hera asteroid mission ahead of hurricane milton,"[('▁space', 'I-ORG'), ('x', 'I-ORG'), ('▁', 'I-LOC'), ('europe', 'I-LOC')]",LABEL_1,0.9229547381401062
"alien: isolation sequel bursts into existence, 10 years after original",[],LABEL_1,0.8565927147865295
"report: first wave of m4 macs, including smaller mac mini, coming november 1","[('▁mac', 'I-MISC'), ('▁mini', 'I-MISC')]",LABEL_1,0.8097802400588989
elon musk’s x loses battle over federal request for trump’s dms,"[('▁el', 'I-PER'), ('on', 'I-PER'), ('▁mus', 'I-PER'), ('k', 'I-PER'), ('▁trump', 'I-PER')]",LABEL_1,0.5310442447662354
"scotus denial ends saga of shkreli’s infamous 5,000% drug price scheme","[('▁shk', 'I-PER'), ('re', 'I-PER'), ('li', 'I-PER')]",LABEL_0,0.5745719075202942
fcc lets starlink provide service to cell phones in areas hit by hurricane,[],LABEL_1,0.7770301699638367
smart tvs are like “a digital trojan horse” in people’s homes,[],LABEL_0,0.5266092419624329
medicine nobel goes to previously unknown way of controlling genes,"[('▁no', 'I-MISC')]",LABEL_1,0.7684550881385803
hurricane milton becomes second-fastest storm to reach category 5 status,[],LABEL_1,0.6403511762619019
the register,[],LABEL_1,0.6707693338394165
workday beats oracle and microsoft in uk 'matrix' erp deal,"[('▁ora', 'I-ORG'), ('cle', 'I-ORG'), ('▁', 'I-ORG'), ('microsoft', 'I-ORG'), ('▁uk', 'I-LOC')]",LABEL_1,0.876940906047821
"microsoft veteran ditches team tabs, blaming storage trauma of yesteryear","[('▁', 'I-ORG'), ('microsoft', 'I-ORG')]",LABEL_0,0.6574175357818604
"a year after taking on intel's nuc mini-pcs, asus says it's ready to improve them","[('▁intel', 'I-ORG'), ('▁as', 'I-ORG'), ('us', 'I-ORG')]",LABEL_1,0.5560407638549805
"happy birthday, putin – you've been pwned","[('▁putin', 'I-PER')]",LABEL_2,0.9083017110824585
"xcp-ng thanks broadcom for increased interest, swipes citrix for not helping build an alternative","[('cp', 'I-ORG'), ('-', 'I-ORG'), ('ng', 'I-ORG'), ('▁ci', 'I-ORG'), ('trix', 'I-ORG')]",LABEL_2,0.6391494274139404
samsung apologizes for bad financial performance,"[('▁samsung', 'I-ORG')]",LABEL_0,0.5987674593925476
"google brings better bricking to androids, to curtail crims","[('▁google', 'I-ORG')]",LABEL_1,0.5637467503547668
china reportedly tells local ai buyers to ignore nvidia,"[('▁', 'I-LOC'), ('china', 'I-LOC'), ('▁n', 'I-ORG'), ('vidi', 'I-ORG')]",LABEL_1,0.6687424182891846
feds reach for sliver of crypto-cash nicked by north korea's notorious lazarus group,"[('▁fed', 'I-ORG'), ('▁north', 'I-LOC'), ('▁', 'I-LOC'), ('korea', 'I-LOC'), ('▁la', 'I-ORG'), ('zar', 'I-ORG'), ('us', 'I-ORG')]",LABEL_1,0.574011504650116
epic judge orders google to let rivals set up app stores,"[('▁google', 'I-ORG')]",LABEL_1,0.6176086068153381
inflection ai enterprise offering ditches nvidia gpus for intel's gaudi 3,"[('▁n', 'I-MISC'), ('vidi', 'I-MISC'), ('a', 'I-MISC'), ('▁intel', 'I-ORG')]",LABEL_1,0.8960124850273132
american water stops billing for h2o due to 'cybersecurity incident',[],LABEL_0,0.6340205669403076
"american water rinsed in cyberattack, turns off app","[('▁american', 'I-MISC')]",LABEL_0,0.6635843515396118
vulcan centaur avoids faa scrutiny after losing solid rocket booster nozzle,[],LABEL_1,0.6151962876319885
"geico tells el reg, no, it's not canceling all cybertruck insurance","[('▁ge', 'I-ORG'), ('ico', 'I-ORG')]",LABEL_1,0.7753734588623047
"cops love facial recognition, and withholding info on its use from the courts",[],LABEL_1,0.4980977177619934
"samsung chairman debunks foundry, chip biz spinoff rumors","[('▁samsung', 'I-ORG')]",LABEL_1,0.7481794357299805
quantum computing dreamers face stock market reality check,[],LABEL_1,0.5515658259391785
"chinese cyberspies reportedly breached verizon, at&t, lumen","[('▁veri', 'I-ORG'), ('zon', 'I-ORG'), ('▁at', 'I-ORG'), ('&', 'I-ORG'), ('t', 'I-ORG')]",LABEL_1,0.6552683115005493
"you're right not to rush into running amd, intel's new manycore monster cpus","[('▁am', 'I-MISC'), ('▁intel', 'I-ORG')]",LABEL_1,0.7268614768981934
global semiconductor sales up 20.6% to record $53.1b as trade wars rage on,[],LABEL_1,0.667356014251709
"netflix on mars? sure, thanks to nasa's laser comms demo","[('▁mars', 'I-LOC'), ('▁nasa', 'I-ORG')]",LABEL_2,0.6683198809623718
sap offers different way to move sql server-based software to the cloud,"[('▁sap', 'I-ORG')]",LABEL_2,0.5720025300979614
"windows 11 migration? upgrade engine revs up, enterprises have no choice","[('▁windows', 'I-MISC'), ('▁11', 'I-MISC')]",LABEL_1,0.5786843299865723
atos stumbles again as french government says 'non' to rescue deal,"[('▁a', 'I-ORG'), ('tos', 'I-ORG'), ('▁fren', 'I-MISC')]",LABEL_0,0.5886641144752502
rival browsers cry foul after microsoft edge slips through eu gatekeeper cracks,"[('▁', 'I-MISC'), ('microsoft', 'I-MISC'), ('▁edge', 'I-MISC'), ('▁eu', 'I-ORG')]",LABEL_0,0.6301016211509705
'critical' cups vulnerability chain easy to use for massive ddos attacks,[],LABEL_0,0.5262946486473083
three and vodafone: we need to merge because our networks are rubbish,"[('▁voda', 'I-ORG'), ('fone', 'I-ORG')]",LABEL_0,0.9232513308525085
three and vodafone: we need to merge because our networks are rubbish,"[('▁voda', 'I-ORG'), ('fone', 'I-ORG')]",LABEL_0,0.9232513308525085
phoronix,"[('▁pho', 'I-ORG'), ('ron', 'I-ORG'), ('ix', 'I-ORG')]",LABEL_1,0.6464289426803589
gnome foundation announces cost cutting measures due to budget woes,"[('▁g', 'I-ORG'), ('nome', 'I-ORG')]",LABEL_1,0.6709514856338501
"openbsd 7.6 released with avx-512, initial support for snapdragon x elite socs","[('▁open', 'I-MISC'), ('bs', 'I-MISC'), ('d', 'I-MISC'), ('▁snap', 'I-MISC'), ('drag', 'I-MISC'), ('on', 'I-MISC'), ('▁x', 'I-MISC'), ('▁elite', 'I-MISC')]",LABEL_1,0.5515634417533875
fex 2410 released with new jit optimizations,"[('▁fe', 'I-MISC'), ('x', 'I-MISC'), ('▁24', 'I-MISC'), ('10', 'I-MISC')]",LABEL_1,0.7872740626335144
python 3.13 debuts with new interactive interpreter & experimental jit,"[('▁py', 'I-MISC'), ('thon', 'I-MISC'), ('▁3.', 'I-MISC')]",LABEL_1,0.7569486498832703
wired,[],LABEL_1,0.5019316673278809
best prime day mattress deals plus epic bedding sales (2024),[],LABEL_2,0.8970271944999695
we’re tracking the best october prime day 2024 deals live,[],LABEL_2,0.8485091328620911
12 best amazon prime day hair tool deals to shop right now (2024),"[('▁ama', 'I-ORG'), ('zon', 'I-ORG')]",LABEL_2,0.8460448384284973
"8 best prime day laptop deals (2024): apple, acer, asus","[('▁apple', 'I-ORG'), ('▁acer', 'I-ORG'), ('▁as', 'I-ORG'), ('us', 'I-ORG')]",LABEL_2,0.8657492995262146
prime day toy deals on stuff our kids love (2024),[],LABEL_2,0.9104501605033875
"through hurricanes helene and milton, amateur radio triumphs when all else fails",[],LABEL_1,0.5137990713119507
"11 best prime day apple deals on macbooks, ipads, more (2024)",[],LABEL_2,0.9483830332756042
9 best prime day kindle deals and accessories (2024),[],LABEL_2,0.7663026452064514
"216 best prime day deals, tested and tracked by our team",[],LABEL_2,0.7070446610450745
ftx customers will get back billions after judge oks bankruptcy plan,[],LABEL_1,0.7533583641052246
hurricane helene couldn’t stop birders from using ebird,[],LABEL_1,0.5411630272865295
"this man found 1,650 ways to turn a profit while decarbonizing",[],LABEL_2,0.7276017665863037
appleinsider,"[('▁apple', 'I-ORG'), ('in', 'I-ORG'), ('sider', 'I-ORG')]",LABEL_1,0.6911690831184387
roborock robot vacuum & mop combos get hefty prime big deal days discounts up to 63% off,[],LABEL_2,0.6710452437400818
lofree dot foundation keyboard review: lightweight and stylish,[],LABEL_2,0.6972438097000122
apple watch series 10 teardown shows progress in everything except repairability,"[('▁apple', 'I-MISC'), ('▁watch', 'I-MISC'), ('▁10', 'I-MISC')]",LABEL_2,0.6614253520965576
russian youtubers keep showing off alleged m4 macbook pros in historic apple leak,"[('▁rus', 'I-MISC'), ('▁mac', 'I-MISC'), ('book', 'I-MISC'), ('▁apple', 'I-ORG')]",LABEL_1,0.6771094799041748
"apple's global head of procurement, dan rosckes, to retire after 24 years","[('▁apple', 'I-ORG'), ('▁dan', 'I-PER'), ('▁ros', 'I-PER'), ('cke', 'I-PER'), ('s', 'I-PER')]",LABEL_1,0.7857565879821777
"ios 18.1 developer beta 6: new control center toggles, sleep apnea detection, more","[('▁i', 'I-MISC'), ('os', 'I-MISC'), ('▁18.', 'I-MISC')]",LABEL_1,0.8844793438911438
"icloud.com updated with dark mode, customization options, and tweaked ui","[('▁i', 'I-ORG'), ('cloud', 'I-ORG'), ('com', 'I-ORG')]",LABEL_1,0.7295809388160706
engadget,"[('▁en', 'I-ORG'), ('gad', 'I-ORG'), ('get', 'I-ORG')]",LABEL_1,0.6178923845291138
the sony wh-1000xm5 headphones are on sale for $298 for october prime day,"[('▁son', 'I-MISC'), ('y', 'I-MISC'), ('▁w', 'I-MISC'), ('h', 'I-MISC'), ('-', 'I-MISC'), ('1000', 'I-MISC'), ('x', 'I-MISC'), ('m', 'I-MISC')]",LABEL_1,0.8488481044769287
prime day deals include $50 off the dyson v15 detect plus cordless vacuum,"[('▁dy', 'I-MISC'), ('son', 'I-MISC'), ('▁v', 'I-MISC'), ('15', 'I-MISC')]",LABEL_2,0.6212765574455261
"the best prime day camera deals on sony, canon, dji and more","[('▁son', 'I-ORG'), ('y', 'I-ORG'), ('▁canon', 'I-ORG'), ('▁d', 'I-ORG'), ('ji', 'I-ORG')]",LABEL_2,0.8876788020133972
the best prime day tech deals under $50,[],LABEL_2,0.8974907994270325
"prime day laptop deals for 2024: all of the best discounts from apple, acer, lenovo during the big deal days sale","[('▁apple', 'I-ORG'), ('▁acer', 'I-ORG'), ('▁le', 'I-ORG'), ('novo', 'I-ORG')]",LABEL_2,0.9629166126251221
"the best prime day kitchen deals on tech, gadgets, accessories and more for 2024",[],LABEL_2,0.9457500576972961
"the best prime day deals on robot vacuums include up to $600 off machines from irobot, dyson, shark and others","[('▁i', 'I-ORG'), ('robot', 'I-ORG'), ('▁dy', 'I-ORG'), ('son', 'I-ORG')]",LABEL_2,0.9435694813728333
save big on anker chargers and power banks for october prime day 2024,[],LABEL_1,0.5375961661338806
"amazon devices including echo speakers, fire tv sticks and blink cameras are up to 68 percent off for october prime day 2024","[('▁ama', 'I-ORG'), ('zon', 'I-ORG')]",LABEL_1,0.511502742767334
the best october prime day kindle deals are up to 48 percent off on amazon right now,"[('▁ama', 'I-ORG'), ('zon', 'I-ORG')]",LABEL_2,0.9780649542808533
"prime day gaming deals for 2024: save on the ps5, headsets, mice and more","[('▁ps', 'I-MISC'), ('5', 'I-MISC')]",LABEL_2,0.5445341467857361
the best prime day ssd deals we could find during amazon's october sale,"[('▁ama', 'I-ORG'), ('zon', 'I-ORG')]",LABEL_2,0.9605283141136169
"the best prime day tv deals from lg, samsung, sony and more","[('▁l', 'I-ORG'), ('g', 'I-ORG'), ('▁samsung', 'I-ORG'), ('▁son', 'I-ORG'), ('y', 'I-ORG')]",LABEL_2,0.9148443937301636
the best prime day speaker deals during amazon's big deal days sale,"[('▁ama', 'I-ORG'), ('zon', 'I-ORG')]",LABEL_2,0.9432424902915955
apple airtags are nearly 20 percent off for prime day,[],LABEL_2,0.8313363194465637
the latest apple ipad mini falls to a new low of $350 for prime day,"[('▁apple', 'I-MISC'), ('▁i', 'I-MISC'), ('pad', 'I-MISC'), ('▁mini', 'I-MISC')]",LABEL_1,0.5208464860916138
apple's airpods max return to an all-time low of $395 for prime day,"[('▁apple', 'I-ORG'), ('pod', 'I-MISC')]",LABEL_2,0.6835194826126099
the apple watch se drops to a new low of $170 in this prime day deal,"[('▁apple', 'I-MISC'), ('▁watch', 'I-MISC'), ('▁se', 'I-MISC')]",LABEL_1,0.71364426612854
apple's airpods pro 2 drop to $169 for october prime day,"[('▁apple', 'I-ORG'), ('▁air', 'I-MISC'), ('pod', 'I-MISC'), ('s', 'I-MISC'), ('▁pro', 'I-MISC'), ('▁2', 'I-MISC')]",LABEL_2,0.6135691404342651
amazon's echo dot hits a record low of $23 thanks to this prime day deal,"[('▁ama', 'I-ORG'), ('zon', 'I-ORG')]",LABEL_1,0.49029263854026794
the best robot vacuum for 2024,[],LABEL_2,0.8634290099143982
amazon’s 2024 fire hd 8 tablet is already on sale for prime day,"[('▁ama', 'I-ORG'), ('zon', 'I-ORG'), ('24', 'I-MISC'), ('▁fire', 'I-MISC'), ('▁hd', 'I-MISC'), ('▁8', 'I-MISC')]",LABEL_2,0.543282687664032
prime day deals include the echo show 8 for an all-time-low price,[],LABEL_1,0.5760542750358582
blink security cameras are up to 64 percent off for prime day,[],LABEL_2,0.5169247984886169
amazon's fire tv stick 4k max drops to a record low price for october prime day,"[('▁ama', 'I-ORG'), ('zon', 'I-ORG')]",LABEL_2,0.5492843389511108
the oneplus 12 smartphone drops to a record low of $650 for prime day,"[('▁one', 'I-MISC'), ('plus', 'I-MISC'), ('▁12', 'I-MISC')]",LABEL_1,0.6435208916664124
amazon prime day deals are available to shop before october big deal days starts tomorrow,"[('▁ama', 'I-ORG'), ('zon', 'I-ORG')]",LABEL_2,0.5977874398231506
google ordered to open up the play store in epic games antitrust ruling,"[('▁google', 'I-ORG')]",LABEL_1,0.7887894511222839
prime day deals on laptops include the m2 macbook air for a record low of $749 on amazon,"[('▁m', 'I-MISC'), ('2', 'I-MISC'), ('▁mac', 'I-MISC'), ('book', 'I-MISC'), ('▁air', 'I-MISC'), ('▁ama', 'I-ORG'), ('zon', 'I-ORG')]",LABEL_2,0.8523722887039185
"comcast says 230,000 customers affected by debt collection data breach","[('▁com', 'I-ORG'), ('cast', 'I-ORG')]",LABEL_0,0.5426924228668213
twitch makes its complicated rulebook easier to follow,[],LABEL_1,0.5005093216896057
nintendo’s discounted switch bundles are now available,"[('▁ni', 'I-ORG'), ('nte', 'I-ORG'), ('ndo', 'I-ORG')]",LABEL_1,0.538429319858551
meta is working to fix threads' engagement bait problem,[],LABEL_1,0.6535093188285828
irobot's roomba combo j9+ robot vacuum and mop is $600 off for prime day,"[('▁i', 'I-ORG'), ('robot', 'I-ORG'), ('▁room', 'I-MISC'), ('ba', 'I-MISC'), ('▁com', 'I-MISC'), ('bo', 'I-MISC'), ('▁j', 'I-MISC'), ('9', 'I-MISC'), ('+', 'I-MISC')]",LABEL_1,0.6545132398605347
slashdot,"[('▁s', 'I-ORG'), ('lash', 'I-ORG'), ('dot', 'I-ORG')]",LABEL_1,0.6962769627571106
spacecraft launches toward asteroid knocked off course by nasa,"[('▁nasa', 'I-ORG')]",LABEL_1,0.8273628354072571
"cognizant discriminated against non-indian workers, us jury says","[('indi', 'I-MISC')]",LABEL_0,0.7295371890068054
artist appeals copyright denial for prize-winning ai-generated work,[],LABEL_1,0.6625869870185852
germans decry influence of english as 'idiot's apostrophe' gets official approval,[],LABEL_0,0.6302504539489746
fintech openbb aims to be more than an 'open source bloomberg terminal',"[('▁open', 'I-ORG')]",LABEL_1,0.5042828321456909
global semiconductor sales up 20.6% to record $53.1 billion,[],LABEL_2,0.5909558534622192
fcc lets starlink provide service to cellphones in area hit by hurricane,[],LABEL_1,0.7988858819007874
linus torvalds asks kernel devs to write better git merge commit messages,"[('▁lin', 'I-PER'), ('us', 'I-PER'), ('▁tor', 'I-PER'), ('vald', 'I-PER'), ('s', 'I-PER')]",LABEL_1,0.7607733607292175
the future of halo is being built with unreal engine 5,"[('▁un', 'I-MISC'), ('real', 'I-MISC'), ('▁engine', 'I-MISC'), ('▁5', 'I-MISC')]",LABEL_2,0.702845573425293
smart tvs are like 'a digital trojan horse' in people's homes,[],LABEL_1,0.49775126576423645
us antitrust case against amazon to move forward,"[('▁us', 'I-LOC'), ('▁ama', 'I-ORG'), ('zon', 'I-ORG')]",LABEL_1,0.7724915146827698
microrna pioneers win nobel prize in medicine,[],LABEL_1,0.7386924624443054
the slow death of the hyperlink,[],LABEL_0,0.6245781779289246
"google ordered to make sweeping changes, open android app store to rivals","[('▁google', 'I-ORG'), ('▁android', 'I-MISC')]",LABEL_1,0.5929086804389954
apple fixes bugs in macos sequoia that broke some cybersecurity tools,"[('▁apple', 'I-ORG')]",LABEL_1,0.49737274646759033
google testing a version of chrome for android with extensions support,"[('▁google', 'I-ORG'), ('▁chr', 'I-MISC'), ('ome', 'I-MISC')]",LABEL_1,0.6496649384498596
big tech has cozied up to nuclear energy,[],LABEL_1,0.7812644243240356
daring fireball,[],LABEL_1,0.5533167719841003
the talk show: ‘an acoustic nightmare’,[],LABEL_1,0.6194667816162109
judge bends google over the barrel in final epic v. google ruling,"[('▁google', 'I-ORG'), ('▁google', 'I-ORG')]",LABEL_1,0.6927540302276611
chinese government hackers compromise ‘back door for the good guys’ in u.s. communication networks,"[('▁chi', 'I-MISC'), ('▁u', 'I-LOC'), ('s', 'I-LOC')]",LABEL_0,0.5108659267425537
john naughton on dave winer,"[('▁joh', 'I-PER'), ('n', 'I-PER'), ('▁na', 'I-PER'), ('ught', 'I-PER'), ('on', 'I-PER'), ('▁da', 'I-PER'), ('ve', 'I-PER'), ('▁win', 'I-PER'), ('er', 'I-PER')]",LABEL_1,0.8774818181991577
"30 years of dave winer’s seminal blog, scripting news","[('▁da', 'I-PER'), ('ve', 'I-PER'), ('▁win', 'I-PER'), ('er', 'I-PER')]",LABEL_1,0.803483247756958
croissant 1.0,[],LABEL_1,0.7295207381248474
linux weekly news,"[('▁lin', 'I-MISC')]",LABEL_1,0.7949206233024597
openbsd 7.6 released,"[('▁open', 'I-MISC'), ('bs', 'I-MISC'), ('d', 'I-MISC'), ('7.6', 'I-MISC')]",LABEL_1,0.8672488927841187
classicpress: wordpress without the block editor,"[('▁classic', 'I-ORG'), ('press', 'I-ORG')]",LABEL_1,0.7749503254890442
python 3.13 released,"[('▁py', 'I-MISC'), ('thon', 'I-MISC')]",LABEL_1,0.8793044090270996
techcrunch,"[('▁tech', 'I-ORG'), ('cru', 'I-ORG'), ('n', 'I-ORG'), ('ch', 'I-ORG')]",LABEL_1,0.660673201084137
open source bi platform lightdash gets accel’s backing to bring ai to business intelligence,[],LABEL_2,0.6014578938484192
"revyze, a ‘tiktok for education’ startup, draws on duolingo to add bite-sized learning too","[('▁re', 'I-ORG'), ('vy', 'I-ORG'), ('ze', 'I-ORG')]",LABEL_1,0.5141828060150146
french biotech generare speeds up hunt for new drugs by cloning natural molecules,"[('▁fren', 'I-MISC')]",LABEL_1,0.7631978988647461
chainalysis ceo michael gronager steps down in move described as temporary,"[('▁mich', 'I-PER'), ('el', 'I-PER'), ('▁gro', 'I-PER'), ('na', 'I-PER'), ('ger', 'I-PER')]",LABEL_1,0.7756158709526062
"general catalyst is working on a ‘continuation’ fund worth up to $1b, sources say",[],LABEL_1,0.8659709095954895
vc firm nfx laid off 4 employees and plans to hire more investors,"[('▁n', 'I-ORG'), ('f', 'I-ORG'), ('x', 'I-ORG')]",LABEL_1,0.828886091709137
vessl ai secures $12m for its mlops platform that aims to cut gpu costs by up to 80%,"[('▁ves', 'I-ORG'), ('sl', 'I-ORG'), ('▁ai', 'I-ORG')]",LABEL_2,0.6593896746635437
moneygram says hackers stole customers’ personal information and transaction data,[],LABEL_0,0.7151392102241516
emma watson invests in reproductive health company hertility,"[('▁em', 'I-PER'), ('ma', 'I-PER'), ('▁wat', 'I-PER'), ('son', 'I-PER'), ('t', 'I-ORG'), ('ility', 'I-ORG')]",LABEL_1,0.9138315320014954
us judge orders google to open up google play to rivals,"[('▁us', 'I-LOC'), ('▁google', 'I-ORG'), ('▁google', 'I-MISC'), ('▁play', 'I-MISC')]",LABEL_1,0.692823052406311
tesla robotaxi event: how to watch the reveal thursday,"[('▁tes', 'I-MISC'), ('la', 'I-MISC')]",LABEL_1,0.9267851710319519
the 30-year-old internet backdoor law that came back to bite,[],LABEL_0,0.669080913066864
india regulator issues notice to ola electric over consumer rights concerns,"[('▁india', 'I-LOC'), ('▁ola', 'I-ORG'), ('▁electric', 'I-ORG')]",LABEL_1,0.6624965667724609
tesla’s head of vehicle programs jumps to waymo ahead of robotaxi reveal,"[('▁tes', 'I-ORG'), ('la', 'I-ORG')]",LABEL_1,0.8861558437347412
apple fixes bugs in macos sequoia that broke some cybersecurity tools,"[('▁apple', 'I-ORG')]",LABEL_1,0.49737274646759033
cloudflare blog,[],LABEL_1,0.7504078149795532
bleeping computer,[],LABEL_0,0.848423957824707
microsoft edge begins testing copilot vision,"[('▁', 'I-ORG'), ('microsoft', 'I-ORG'), ('▁edge', 'I-MISC')]",LABEL_1,0.8587657809257507
moneygram confirms hackers stole customer data in cyberattack,[],LABEL_0,0.7254089117050171
"adt discloses second breach in 2 months, hacked via stolen credentials","[('▁ad', 'I-ORG')]",LABEL_0,0.7035555839538574
lego's website hacked to push cryptocurrency scam,"[('▁le', 'I-ORG'), ('go', 'I-ORG')]",LABEL_0,0.7338244318962097
ukrainian pleads guilty to operating raccoon stealer malware,"[('▁ukrain', 'I-MISC')]",LABEL_0,0.7062599658966064
microsoft: word deletes some documents instead of saving them,"[('▁', 'I-ORG'), ('microsoft', 'I-ORG'), ('▁word', 'I-MISC')]",LABEL_0,0.565932035446167
qualcomm patches high-severity zero-day exploited in attacks,[],LABEL_1,0.8040661811828613
american water shuts down online services after cyberattack,[],LABEL_0,0.7457478046417236
techradar,[],LABEL_1,0.6902715563774109
rush to tech innovation is putting companies at risk of cyberattacks,[],LABEL_0,0.7519746422767639
"some samsung galaxy s25 phones could use a surprising chipset, but the performance should still be top-notch","[('▁samsung', 'I-MISC'), ('▁galaxy', 'I-MISC'), ('▁s', 'I-MISC'), ('25', 'I-MISC')]",LABEL_2,0.803007960319519
latest windows 11 24h2 bug performs a vanishing act on your mouse cursor – and i hope microsoft fixes it soon,"[('▁windows', 'I-MISC'), ('▁11', 'I-MISC'), ('▁', 'I-ORG'), ('microsoft', 'I-ORG')]",LABEL_1,0.48617538809776306
